url
https://www.theonion.com/the-onion-calls-on-israel-to-bomb-our-offices-in-case-1846912378
https://www.theonion.com/amazon-worker-emerges-from-holiday-overtime-shift-to-fi-1845852867
https://www.theonion.com/the-onion-reveals-the-2020-walton-goggins-of-the-year-1845863741
https://www.theonion.com/minneapolis-announces-plan-to-replace-police-officers-w-1844627586
https://www.theonion.com/theonion-com-has-been-designated-as-a-pandemic-shelter-1842495357
https://www.theonion.com/plan-b-unveils-new-line-of-space-time-wormholes-to-prev-1839990785
https://www.theonion.com/pope-francis-bags-6-winged-trophy-angel-during-vatican-1839864272
https://www.theonion.com/thomas-jefferson-the-tree-of-liberty-must-be-refreshe-1836974855
https://www.theonion.com/music-historians-uncover-evidence-of-18th-century-vienn-1836973337
https://www.theonion.com/small-town-ravished-by-alejandro-1836636742
https://www.theonion.com/boston-general-introduces-new-night-among-the-patients-1836415458
